id,number,title,body,agent,repository,html_url,total_changes,num_files_changed,merge_status,group,change_type,accept_reject_reason,observation
3245434307,10293,Improve C transpiler loops,"## Summary
- tweak for-range code generation
- update golden files and task history

## Testing
- `go test ./transpiler/x/c -tags slow -run TestTranspilerGolden -update`

------
https://chatgpt.com/codex/tasks/task_e_687bc1bbc0fc83208a0044072f207aeb",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/10293,86.0,33.0,Merged,Large but Merged,,,
3197164048,251,Migrate packages from Remix to React Router,This pull request contains changes generated by Cursor background composer.,cursor,epicweb-dev/epicshop,https://github.com/epicweb-dev/epicshop/pull/251,22205.0,86.0,Merged,Large but Merged,,,
3248022175,11258,Add Kotlin transpiler test append_builtin,"## Summary
- regenerate Kotlin transpiler README checklist
- update TASKS progress notes
- add golden files for the new `append_builtin` case

## Testing
- `go test ./transpiler/x/kt -tags slow -run TestTranspilePrograms/append_builtin -v`

------
https://chatgpt.com/codex/tasks/task_e_687e11bd55088320b3842f21e0d4370b",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/11258,11.0,4.0,Merged,Large but Merged,,,
3213464756,576,Expose DockSettings via fluent AppBuilder,"## Summary
- expose DockSettings values through an AppBuilder extension
- document how to use the new `WithDockSettings` helper

## Testing
- `dotnet test` *(fails: The argument Dock.Model.UnitTests.dll is invalid)*

------
https://chatgpt.com/codex/tasks/task_e_686d430ed7ac832192df1bdb274330ec",openai_codex,wieslawsoltes/Dock,https://github.com/wieslawsoltes/Dock/pull/576,175.0,4.0,Merged,Large but Merged,,,
3214354036,6537,Add break/continue support to Erlang compiler,"## Summary
- update Erlang compiler to handle `break` and `continue`
- regenerate Erlang output for `break_continue.mochi`
- update success/failure counts in Erlang machine README

## Testing
- `go test ./compiler/x/erlang -tags slow -run TestCompilePrograms/break_continue -count=1 -v`

------
https://chatgpt.com/codex/tasks/task_e_686ddb34fdc4832089b72525448e9b99",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/6537,82.0,5.0,Merged,Large but Merged,,,
3181418896,3628,Improve TS compiler formatting,"## Summary
- use `deno fmt` if available and fall back to `npx prettier`
- add `EnsureFormatter` helper for the TS toolchain
- regenerate all TypeScript golden files with improved formatting

## Testing
- `go test ./compile/ts -tags slow`


------
https://chatgpt.com/codex/tasks/task_e_685e2aac281483208174e0c46c5dcc8b",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/3628,3631.0,112.0,Merged,Large but Merged,,,
3220744411,619,Add tests for Prism model components,"## Summary
- expand Dock.Model.Prism unit tests
- ensure DocumentDock and ToolDock interactions trigger factory methods
- verify DockWindow delegates to host and saves state
- validate DockableBase tracking helpers

## Testing
- `dotnet test tests/Dock.Model.Prism.UnitTests/Dock.Model.Prism.UnitTests.csproj -c Release --no-build`

------
https://chatgpt.com/codex/tasks/task_e_6870274200488321b51af8b7a5383858",openai_codex,wieslawsoltes/Dock,https://github.com/wieslawsoltes/Dock/pull/619,1914.0,47.0,Merged,Large but Merged,,,
2840519868,1307,fix: modal focus management and nested dialog structure,"# Fix Modal Focus Management Issues

## Problem
When clicking outside the Settings modal to close it, users were unable to interact with other UI elements. This was caused by improper focus management and nested dialog structure.

## Changes
1. Fixed focus management in ProjectSettingsModal:
   - Added proper focus return to trigger element
   - Reset Collapsible state on dialog close
   - Improved trigger ref handling

2. Fixed nested dialog structure in ProjectSelect:
   - Moved ProjectSettingsModal inside DialogContent
   - Added proper cleanup when settings modal closes
   - Ensures parent dialog closes when needed

## Testing
These changes need to be tested to verify:
- Focus returns correctly when closing the modal
- UI remains interactive after closing the modal
- No console errors about aria-hidden or focus management

Link to Devin run: https://app.devin.ai/sessions/3a678161cd5e47eea198ccecd91829b5
",devin,onlook-dev/onlook,https://github.com/onlook-dev/onlook/pull/1307,156.0,2.0,Merged,Large but Merged,,,
3148654773,1005,Enable Python compiler to run LeetCode 36-40,"## Summary
- support earlier param typing in nested functions for Python compiler
- generate placeholder globals for variables referenced by tests
- detect literal/pure expressions to predeclare globally
- handle integer division when types are partially known
- expand LeetCode example tests to 40
- update golden outputs for new Python codegen

## Testing
- `go test ./compile/py -run ""LeetCodeExamples/(36|37|38|39|40)"" -count=1 -v`
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_684fad4c0b688320b898cd63fb05b0ef",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/1005,264.0,27.0,Merged,Large but Merged,,,
3147975254,21826,feat: optimize Prisma queries by replacing findFirst with findUnique where applicable,"# Optimize Prisma queries by replacing findFirst with findUnique where applicable (Non-API and Non-Test files only)

## Summary

This PR systematically optimizes Prisma database queries across the Cal.com codebase by replacing `findFirst` and `findFirstOrThrow` with `findUnique` and `findUniqueOrThrow` where the WHERE clause uses unique index keys. This optimization leverages database unique constraints for better performance and type safety.

**Note**: Per user request, all API-related files and test files have been excluded from these optimizations to maintain API stability and test compatibility.

## Changes Made

### Key Optimizations

- **User queries**: Replaced `findFirst` with `findUnique` for queries using `id`, `email`, and other unique fields
- **Team queries**: Optimized queries using `id` and composite unique constraints like `slug + parentId`
- **EventType queries**: Replaced queries using `id`, `userId + slug`, and `teamId + slug` unique constraints
- **Booking queries**: Optimized queries using `id`, `uid`, and `idempotencyKey` unique fields
- **Membership queries**: Replaced queries using the composite unique constraint `userId + teamId`
- **OAuth and authentication**: Optimized client and token queries using unique identifiers

### Files Modified

- **93 files** across the codebase were updated (55 API files and 14 test files excluded)
- **205 insertions, 172 deletions** - primarily method name changes and formatting improvements
- Changes span across:
  - tRPC handlers and routers (non-API)
  - Repository classes (non-API)
  - App store integrations (non-API)
  - Feature modules
  - Web app components and utilities

### Excluded from Optimization

- **API v1 endpoints** (`apps/api/v1/pages/api/`)
- **API v2 repositories** (`apps/api/v2/src/modules/`)
- **Web API routes** (`apps/web/app/api/`, `apps/web/pages/api/`)
- **App store API handlers** (`packages/app-store/*/api/`)
- **Test files** (`*.test.ts`, `*.e2e.ts`, `*.integration-test.ts`, `testUtils.ts`)

### Technical Details

All replacements were made only where:
1. The WHERE clause uses fields that have unique constraints in the Prisma schema
2. The query logic expects a single result (not multiple matches)
3. The change maintains identical functionality and error handling
4. The file is not in an API directory or test file (per user request)

## Verification

✅ **Type checking**: `yarn type-check:ci` passes
✅ **Tests**: All 2041 tests pass with `TZ=UTC yarn test`
✅ **Linting**: Code formatting and quality checks pass
✅ **CI**: All 36 CI checks passing

## Performance Benefits

- **Database performance**: `findUnique` queries use unique indexes, providing O(1) lookup performance
- **Type safety**: Better TypeScript inference with guaranteed single results
- **Query optimization**: Database can optimize unique constraint queries more effectively

## Link to Devin run
https://app.devin.ai/sessions/4521f4d3b21641089560237eb9b4ad0d

## Requested by
benny@cal.com (Benny Joo)
",devin,calcom/cal.com,https://github.com/calcom/cal.com/pull/21826,1069.0,165.0,Merged,Large but Merged,,,
3176421116,2789,[Backport stable/2023.2] ci: update CSI job to use ubuntu-latest (#2783),"Signed-off-by: Mohammed Naser <mnaser@vexxhost.com>
Signed-off-by: Yaguang Tang <yaguang.tang@vexxhost.com>
Co-authored-by: Claude <noreply@anthropic.com>
Co-authored-by: Yaguang Tang <yaguang.tang@vexxhost.com>
(cherry picked from commit 2e7d44a3b3eef3a82c46405a6bfb0a675434c52d)
",claude_code,vexxhost/atmosphere,https://github.com/vexxhost/atmosphere/pull/2789,47.0,9.0,Merged,Large but Merged,,,
3148879707,1031,Update Python compiler for leetcode samples,"## Summary
- extend python leetcode test range to include problems 46-50
- keep full precision when emitting float literals
- add float precision regression test
- update golden outputs affected by new formatting

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_684fc5d3c5708320b505fdc3e3e3daeb",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/1031,25.0,7.0,Merged,Large but Merged,,,
3074530461,6335,Fix spacing after commas in Windows source files,"Standardized the CPUInfo initializer in hostinfo_win.cpp to use spaced commas for readability

Added spaces after commas in assembly helper call for clarity

Ensured variables declared together are spaced correctly

Updated several Win32 API calls in windows_opengl.cpp to follow comma-spacing conventions

Applied the same formatting fixes in graphics2_win.cpp and sample HTML graphics code to keep style consistent",openai_codex,BOINC/boinc,https://github.com/BOINC/boinc/pull/6335,34.0,4.0,Merged,Large but Merged,,,
3276167860,14918,Refactor C# JSON AST,"## Summary
- add `IncludePositions` option in `tools/json-ast/x/cs`
- make node position fields optional
- regenerate `cross_join.cs.json` without positions

## Testing
- `go run /tmp/gen.csjson.go` *(generate updated JSON)*
- `gofmt -w tools/json-ast/x/cs/ast.go`


------
https://chatgpt.com/codex/tasks/task_e_6889d56500508320b0d0f26e6c348824",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/14918,1659.0,2.0,Merged,Large but Merged,,,
3245856093,10443,Enhance PHP transpiler and update golden files,"## Summary
- support simple function declarations and return statements in PHP transpiler
- improve `print` output for booleans and add type based `len` handling
- update README checklist and progress log
- regenerate PHP golden files including new tests

## Testing
- `go test ./transpiler/x/php -tags slow -run TestTranspile -count=1`


------
https://chatgpt.com/codex/tasks/task_e_687c4c19d5e883209d2276cd5d548e43",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/10443,220.0,15.0,Merged,Large but Merged,,,
3206356214,5621,Improve F# any2mochi parser,"## Summary
- extend F# parser with Fun/Return/If AST nodes
- support detection of functions/return statements/if blocks
- generate new statements when converting F# code
- refresh golden .error outputs for F# language

## Testing
- `go test ./tools/any2mochi/x/fs -run TestConvertFs_Golden -tags slow -count=1`
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_686a45c259d48320bc3af9a4156c0cef",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/5621,238.0,14.0,Merged,Large but Merged,,,
3276762075,1479,Fix parameter-property with default value emitting `T | undefined` instead of `T`,"When `exactOptionalPropertyTypes: true` is enabled, parameter-properties with default values were incorrectly being emitted as `T | undefined` instead of `T` in declaration files, diverging from TypeScript compiler behavior.

For example, given this class:

```typescript
export class SomeClass {
  constructor(readonly timestamp = new Date()) {}
}
```

With `exactOptionalPropertyTypes: true`:
- **tsc** correctly emits: `readonly timestamp: Date;`
- **tsgo** incorrectly emitted: `readonly timestamp: Date | undefined;`

The root cause was in the `isOptionalUninitializedParameterProperty` method in `internal/checker/emitresolver.go`. This method was checking for the presence of an initializer (`parameter.Initializer() != nil`) when it should check for the absence of an initializer (`parameter.Initializer() == nil`).

Parameter-properties with default values should NOT be considered ""uninitialized"" and therefore should NOT have `| undefined` added to their types, since the default value ensures they are never undefined.

The fix changes the condition to match the TypeScript reference implementation which checks for `!parameter.initializer`.

This change also improves convergence with TypeScript baseline behavior in several other test cases.

Fixes #1478.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",copilot,microsoft/typescript-go,https://github.com/microsoft/typescript-go/pull/1479,357.0,21.0,Merged,Large but Merged,,,
3228892605,3580,🧹 chore: Refactor Opt-in support for CBOR,"## Summary
- make CBOR encoding/decoding optional via UnimplementedCborMarshal/Unmarshal
- adjust config defaults for CBOR
- document MsgPack and CBOR setup
- update tests to use explicit CBOR config

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_6874fea1d5c88326b7cb049c040e806a",openai_codex,gofiber/fiber,https://github.com/gofiber/fiber/pull/3580,361.0,12.0,Merged,Large but Merged,,,
3246855639,10972,Update Prolog transpiler for string slices,"## Summary
- improve Prolog transpiler: emit real strings and call `string_length`
- mark `string_prefix_slice` as working in README and TASKS
- regenerate golden file for `string_prefix_slice`

## Testing
- `go vet -tags slow ./transpiler/x/pl`
- `go build -tags slow ./tools/gen_pl.go`
- `go test -tags slow ./transpiler/x/pl -count=1`

------
https://chatgpt.com/codex/tasks/task_e_687d861772688320b39c14db78023bf8",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/10972,57.0,6.0,Merged,Large but Merged,,,
2775336826,38541,refactor: Separate UIEntityListTree component logic into hooks and utilities,"# Description
This PR refactors the UIEntityListTree component to improve maintainability and prepare it for integration with ADS (Appsmith Design System).

## Changes
- Separated component logic into custom hooks:
  - useWidgetTreeState: Manages tree expansion state
  - useWidgetNameEditor: Handles widget name editing
  - useWidgetTreeHandlers: Manages click and double-click events
  - useDeleteWidget: Handles widget deletion
  - useSwitchToWidget: Manages widget selection
- Created utility for tree enhancement (treeEnhancer.ts)
- Fixed TypeScript types and imports
- Updated component to use ADS patterns

## Testing
- [ ] Manual testing pending
- [ ] Component renders correctly with widget tree
- [ ] Widget selection works
- [ ] Widget name editing functions properly
- [ ] Tree expansion/collapse behaves as expected
- [ ] Context menu appears and functions correctly

## Notes
- This refactoring improves code organization and maintainability
- No behavioral changes, purely architectural improvement
- Prepares for future ADS integration

Link to Devin run: https://app.devin.ai/sessions/c16e11ab65e34e5f97442d58cfad5cda
",devin,appsmithorg/appsmith,https://github.com/appsmithorg/appsmith/pull/38541,1061.0,26.0,Merged,Large but Merged,,,
3087525008,149,Add missing action sample pages,"## Summary
- showcase `FocusControlAction`
- demonstrate hiding and showing controls
- add examples for flyout, context menu, enable state, and notifications
- surface the new pages in MainView

## Testing
- `dotnet test --no-build` *(fails: `dotnet` not found)*",openai_codex,wieslawsoltes/Xaml.Behaviors,https://github.com/wieslawsoltes/Xaml.Behaviors/pull/149,486.0,20.0,Merged,Large but Merged,,,
3153410644,1307,Add assignment and underscore for loop to C# compiler,"## Summary
- extend C# compiler with temporary variables and assignment handling
- generate unique names when loop variable is `_`
- add golden tests for assignments and underscore loop iteration

## Testing
- `go test ./compile/cs`
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_685163b43fa483208707fe237d4a0b2b",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/1307,80.0,6.0,Merged,Large but Merged,,,
3245290317,10229,Enhance Scala transpiler,"## Summary
- implement function, if-statement and if-expression handling for Scala transpiler
- regenerate golden test outputs for Scala
- refresh README progress checklist
- update TASKS.md with latest progress entry

## Testing
- `go test ./transpiler/x/scala -tags slow -run TestScalaTranspiler_VMValid_Golden -count=1`

------
https://chatgpt.com/codex/tasks/task_e_687b9179492483209f111263439e70ac",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/10229,664.0,64.0,Merged,Large but Merged,,,
3173153120,3012,Add struct support for Fortran backend,"## Summary
- implement struct declarations and literals in Fortran compiler
- handle struct variables in main declaration logic
- trim parentheses for function calls to fix gfortran errors
- allow longer lines in tests and supply include file
- add struct literal test case

## Testing
- `go test ./compile/x/fortran -tags slow`

------
https://chatgpt.com/codex/tasks/task_e_685afa35534c83209ef2c36f9f39c43a",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/3012,315.0,16.0,Merged,Large but Merged,,,
3219334098,7394,Add AKS-test-for-primes examples,"## Summary
- download Rosetta Go example for AKS-test-for-primes
- provide Mochi implementation of the AKS test for primes
- store expected output for the Mochi script

## Testing
- `go test ./... --vet=off`

------
https://chatgpt.com/codex/tasks/task_e_686fb34a5d288320b9b903a978a5e5fc",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/7394,140.0,3.0,Merged,Large but Merged,,,
3266280291,13581,Add Zumkeller numbers rosetta example,"## Summary
- download Go version of the ""Zumkeller numbers"" Rosetta task
- implement the task in Mochi
- store the VM output for the new example

## Testing
- `go run ./cmd/mochi run tests/rosetta/x/Mochi/zumkeller-numbers.mochi > /tmp/zum.out`

------
https://chatgpt.com/codex/tasks/task_e_688560adc99483208a5ddd98728c99e5",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/13581,227.0,3.0,Merged,Large but Merged,,,
3175374251,3169,Implement predicate pushdown in Go compiler,"## Summary
- optimize Go compiler query loops by pushing down `where` filters
- collect identifier usage in expressions to compute earliest filter step
- add golden test showing optimized join filtering

## Testing
- `go test -tags slow ./compile/go -run TestGoCompiler_GoldenOutput -update`
- `go test -tags slow ./compile/go -run TestGoCompiler_SubsetPrograms -update`
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_685bce5649cc83209c2a6dd5fd8bcfeb",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/3169,215.0,5.0,Merged,Large but Merged,,,
3141244249,467,Add go fmt extern library,"## Summary
- add extern definitions for the Go `fmt` package
- include doc comments when generating externs

## Testing
- `make test`


------
https://chatgpt.com/codex/tasks/task_e_684b1392b3908320af8e847a15566e41",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/467,144.0,2.0,Merged,Large but Merged,,,
3163864308,2427,docs: note k6-python failure,"## Summary
- convert demo notebook to use newline strings
- remove `k6-python` from Colab requirements and lock file
- add a troubleshooting note for the missing package

## Testing
- `pre-commit run --files alpha_factory_v1/requirements-colab.txt alpha_factory_v1/requirements-colab.lock alpha_factory_v1/demos/cross_industry_alpha_factory/README.md alpha_factory_v1/demos/cross_industry_alpha_factory/colab_deploy_alpha_factory_cross_industry_demo.ipynb` *(fails: missing proto-verify)*

------
https://chatgpt.com/codex/tasks/task_e_68558bed8d208333aea2a3e39f4016f4",openai_codex,MontrealAI/AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2427,798.0,4.0,Merged,Large but Merged,,,
2838992710,2355,feat: add rust-cache to all Rust workflows,"Added rust-cache to all workflows that run Rust commands to improve CI performance.

- Added Swatinem/rust-cache@v2 to relevant workflows
- Configured workspace paths for each workflow
- Maintains existing workflow functionality
- No changes to build/test logic

Link to Devin run: https://app.devin.ai/sessions/4242c5568ced4883945111df80deb0c2
Requested by: Jayant",devin,pyth-network/pyth-crosschain,https://github.com/pyth-network/pyth-crosschain/pull/2355,24.0,8.0,Merged,Large but Merged,,,
3205228399,5290,Add Fortran conversion and compiler updates,"## Summary
- enhance Fortran any2mochi conversion using hover data
- fix LSP initialization variable shadowing
- add `abs` builtin for Fortran compiler
- document new builtin in Fortran backend

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_68694e7c1390832089661f543936276c",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/5290,113.0,4.0,Merged,Large but Merged,,,
3242794608,9671,Fix failing Rosetta task,"## Summary
- make `call-a-function-8.mochi` compile
- remove its error file and add blank output file
- update VM README checklist numbers

## Testing
- `MOCHI_ROSETTA_ONLY=call-a-function-8 go test ./runtime/vm -run Rosetta -tags slow`

------
https://chatgpt.com/codex/tasks/task_e_687a21cd8e188320b22741341973179f",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/9671,19.0,4.0,Merged,Large but Merged,,,
3186682205,745,Improve documentation coverage,"## Summary
- fix small typos in docs
- add env, concurrency, calc and exceptions documentation
- document baseline players and utilities
- include env page in module index

## Testing
- `pytest -q` *(fails: ModuleNotFoundError: No module named 'orjson')*

------
https://chatgpt.com/codex/tasks/task_b_6861c68ee9e083308ee7e564cfcbc54c",openai_codex,hsahovic/poke-env,https://github.com/hsahovic/poke-env/pull/745,75.0,8.0,Merged,Large but Merged,,,
